"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"159529089","","20000","20000","20000"," 60 months"," 18.62%","514.64","D","D1","Customer service ","8 years","OWN","89000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159529089","","credit_card","Credit card refinancing","302xx","GA","11.77","0","Apr-2002","705","709","1","","","13","0","17103","51.4%","22","w","19377.52","19377.52","1523.23","1523.23","622.48","900.75","0.0","0.0","0.0","Dec-2019","514.64","Jan-2020","Nov-2019","709","705","0","","1","Individual","","","","0","0","347763","2","1","1","2","4","14875","99","4","4","5254","66","33300","1","2","2","7","26751","7239","63.8","0","0","184","209","6","4","3","6","","6","","0","6","9","6","6","6","10","13","9","13","0","0","0","6","100","33.3","0","0","388840","31978","20000","15000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159593847","","3625","3625","3625"," 36 months"," 11.71%","119.91","B","B3","Inventory Control Lead","10+ years","MORTGAGE","60000","Source Verified","Sep-2019","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159593847","","debt_consolidation","Debt consolidation","301xx","GA","16.56","0","Mar-2000","720","724","3","","","35","0","7349","13.7%","44","w","0.00","0.00","3627.9460937496","3627.95","3625.00","2.95","0.0","0.0","0.0","Oct-2019","3630.31","","Dec-2019","719","715","0","","1","Individual","","","","0","0","191931","4","2","2","2","1","33871","100","7","10","3135","47","53500","3","0","10","13","5645","24791","20","0","0","146","234","2","1","3","2","","0","","0","6","7","13","14","5","32","36","7","35","0","0","0","10","100","23.1","0","0","238794","41220","31000","33941","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158799729","","33850","33850","33850"," 36 months","  8.81%","1073.44","A","A5","Car inspector","8 years","MORTGAGE","110000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158799729","","debt_consolidation","Debt consolidation","118xx","NY","19.7","0","Nov-2004","805","809","0","","","11","0","79429","15.2%","21","w","31357.01","31357.01","3203.75","3203.75","2492.99","710.76","0.0","0.0","0.0","Dec-2019","1073.44","Jan-2020","Nov-2019","779","775","0","","1","Joint App","195000","22.52","Not Verified","0","0","455640","1","2","1","2","6","38466","71","3","3","6029","46","117700","1","1","2","6","41422","31191","17.3","0","0","178","160","10","6","2","12","","6","","0","2","3","4","7","6","8","13","3","11","0","0","0","5","100","0","0","0","521138","117895","37700","54438","69484","720","724","Jan-2007","0","2","17","37.7","3","12","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"159392584","","7200","7200","7200"," 36 months","  8.81%","228.33","A","A5","Account Receivable ","2 years","OWN","30160","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159392584","","debt_consolidation","Debt consolidation","330xx","FL","17.15","1","May-2014","770","774","0","20","","9","0","3700","11.3%","11","w","6669.72","6669.72","681.47","681.47","530.28","151.19","0.0","0.0","0.0","Dec-2019","228.33","Jan-2020","Nov-2019","754","750","0","","1","Individual","","","","0","0","5493","1","1","0","0","29","1793","19","4","5","1544","13","32700","0","0","3","5","610","14099","10.8","0","0","29","64","5","5","0","7","","0","20","0","2","3","3","4","1","8","10","3","9","0","0","0","4","90.9","0","0","0","41925","5493","15800","9225","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159459468","","10625","10625","10625"," 36 months"," 23.05%","411.57","D","D3","Cashier","6 years","RENT","36000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159459468","","debt_consolidation","Debt consolidation","071xx","NJ","22.07","0","Apr-2013","675","679","0","","","10","0","8420","48.7%","13","w","9990.52","9990.52","1221.1","1221.10","634.48","586.62","0.0","0.0","0.0","Dec-2019","411.57","Jan-2020","Nov-2019","674","670","0","","1","Individual","","","","0","0","16921","2","2","1","1","6","8501","73","1","1","2502","59","17300","0","0","0","2","1692","8880","48.7","0","0","37","77","4","4","0","4","","17","","0","6","6","8","9","3","8","10","6","10","0","0","0","2","100","62.5","0","0","28879","16921","17300","11579","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158844878","","24000","24000","24000"," 36 months","  6.46%","735.14","A","A1","Teacher","10+ years","MORTGAGE","110000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158844878","","credit_card","Credit card refinancing","775xx","TX","16.5","2","Oct-1996","715","719","0","10","","11","0","21278","50.8%","31","w","22172.38","22172.38","2196.81","2196.81","1827.62","369.19","0.0","0.0","0.0","Dec-2019","735.14","Jan-2020","Nov-2019","784","780","0","","1","Joint App","110000","24.31","","0","0","142362","1","3","1","1","6","75571","75","0","0","9498","62","41900","0","1","1","1","12942","6615","73.3","0","0","173","275","28","6","4","44","20","6","20","0","4","5","4","4","19","7","8","5","11","0","0","0","1","93.1","50","0","0","204578","96849","24800","87603","41584","710","714","Nov-1998","0","2","11","65.3","6","8","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"158889304","","16000","16000","16000"," 36 months"," 13.08%","539.72","B","B5","driver","10+ years","RENT","52000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158889304","","debt_consolidation","Debt consolidation","926xx","CA","30.35","0","Jun-2006","680","684","0","33","","10","0","9922","66.6%","17","w","14892.05","14892.05","1607.53","1607.53","1107.95","499.58","0.0","0.0","0.0","Dec-2019","539.72","Jan-2020","Nov-2019","679","675","0","","1","Joint App","62000","27.1","Not Verified","0","0","27525","0","4","1","2","8","17603","34","0","0","3868","41","14900","1","2","2","2","2753","4687","59.6","0","0","84","159","44","8","0","44","","7","","0","3","5","4","5","8","6","9","5","10","0","0","0","1","94.1","75","0","0","67023","27525","11600","52123","13253","635","639","Jun-2004","0","0","3","81.8","2","1","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"159542265","","40000","40000","40000"," 36 months"," 10.33%","1296.9","B","B1","","< 1 year","MORTGAGE","400000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159542265","","debt_consolidation","Debt consolidation","531xx","WI","3.45","0","Sep-2009","705","709","2","24","74","14","1","6095","23.1%","17","w","37117.63","37117.63","3867.74","3867.74","2882.37","985.37","0.0","0.0","0.0","Dec-2019","1296.9","Jan-2020","Nov-2019","709","705","0","","1","Individual","","","","0","0","534094","2","2","1","1","2","90157","57","2","4","2778","40","26400","1","0","8","7","38150","14305","29.9","0","0","36","66","3","2","3","3","24","0","24","0","5","5","9","9","2","11","11","5","14","0","0","0","3","94.1","22.2","1","0","576786","96252","20400","102386","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159459494","","34025","34025","34025"," 60 months"," 18.62%","875.53","D","D1","Vice President","10+ years","OWN","118000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159459494","","credit_card","Credit card refinancing","660xx","KS","10.58","0","May-1984","665","669","1","","109","7","1","38789","85.3%","13","w","32966.01","32966.01","2591.39","2591.39","1058.99","1532.40","0.0","0.0","0.0","Dec-2019","875.53","Jan-2020","Nov-2019","664","660","0","","1","Individual","","","","0","0","38789","0","0","0","0","135","0","","1","2","10741","85","45500","0","0","1","2","5541","5911","86.8","0","0","135","424","9","9","1","9","","3","","0","6","6","6","7","1","7","11","6","7","0","0","0","1","100","83.3","1","0","45500","38789","44700","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159604224","","8000","8000","8000"," 36 months"," 12.40%","267.25","B","B4","Senior Marketing Specialist ","5 years","RENT","60000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159604224","","debt_consolidation","Debt consolidation","024xx","MA","22.96","1","Jul-2009","715","719","0","16","","10","0","10946","49.5%","13","w","7653.98","7653.98","528.99","528.99","346.02","182.97","0.0","0.0","0.0","Dec-2019","267.25","Jan-2020","Nov-2019","734","730","0","","1","Individual","","","","0","0","54818","0","6","0","0","85","43872","70","1","1","7867","65","22100","0","0","0","1","5482","9354","53.9","0","0","122","74","7","7","0","7","","","16","0","2","2","2","2","9","4","4","2","10","0","0","0","1","92.3","50","0","0","84600","54818","20300","62500","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159493679","","36000","36000","36000"," 60 months"," 16.95%","893.73","C","C4","","< 1 year","MORTGAGE","1000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159493679","","debt_consolidation","Debt consolidation","281xx","NC","527.71","0","Nov-2004","715","719","1","","","6","0","8937","66.2%","10","w","34827.91","34827.91","2647.29","2647.29","1172.09","1475.20","0.0","0.0","0.0","Dec-2019","893.73","Jan-2020","Nov-2019","774","770","0","","1","Joint App","76000","21.27","Source Verified","0","0","173151","2","1","0","1","22","8405","71","1","2","6960","68","13500","2","0","2","4","28859","3896","68.8","0","0","165","178","3","3","1","3","","3","","0","3","4","3","3","4","4","5","4","6","0","0","0","2","100","33.3","0","0","181615","17342","12500","11854","23870","695","699","Apr-2003","1","7","12","49.8","5","7","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"159177893","","33000","33000","33000"," 36 months","  8.19%","1037","A","A4","API 653 Tank Inspector ","6 years","MORTGAGE","216000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159177893","","debt_consolidation","Debt consolidation","775xx","TX","19.37","0","Apr-2007","695","699","0","","","16","0","22615","46.8%","25","w","31454.06","31454.06","2058.98","2058.98","1545.94","513.04","0.0","0.0","0.0","Dec-2019","1037.0","Jan-2020","Dec-2019","729","725","0","","1","Individual","","","","0","972","232767","2","5","1","2","5","85178","55","1","4","14430","50","48300","3","0","0","6","14548","22614","47.8","0","0","149","66","2","2","2","2","","18","","1","7","8","8","8","10","10","13","8","16","0","0","0","2","96","25","0","0","325935","107793","43300","145282","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159509065","","15000","15000","15000"," 36 months","  6.46%","459.47","A","A1","","n/a","MORTGAGE","68640","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159509065","","debt_consolidation","Debt consolidation","841xx","UT","6.42","0","May-2016","730","734","0","","","4","0","8446","46.9%","4","w","13857.71","13857.71","1373.03","1373.03","1142.29","230.74","0.0","0.0","0.0","Dec-2019","459.47","Jan-2020","Nov-2019","744","740","0","","1","Individual","","","","0","0","290784","0","1","1","1","10","8520","87","0","1","5250","61","18000","0","1","2","3","72696","9554","46.9","0","0","10","40","24","10","1","24","","3","","0","2","2","2","2","1","2","2","2","4","0","0","0","1","100","50","0","0","306749","16966","18000","9749","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159363092","","9550","9550","9550"," 36 months"," 13.08%","322.15","B","B5","","< 1 year","OWN","160000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159363092","","debt_consolidation","Debt consolidation","662xx","KS","22.08","0","Oct-2005","700","704","2","27","","11","0","23809","62.2%","28","w","8888.68","8888.68","959.51","959.51","661.32","298.19","0.0","0.0","0.0","Dec-2019","322.15","Jan-2020","Nov-2019","694","690","0","27","1","Individual","","","","0","0","163198","3","5","3","4","4","89511","82","1","1","9950","75","38300","4","3","2","5","16320","14491","62.2","0","0","120","146","11","4","3","11","","4","","1","4","4","5","12","12","5","12","4","11","0","0","0","4","96","25","0","0","200782","113320","38300","102482","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159603744","","10625","10625","10625"," 60 months"," 13.08%","242.19","B","B5","On air personality","10+ years","MORTGAGE","110000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159603744","","home_improvement","Home improvement","208xx","MD","10.66","0","Jan-1995","745","749","1","56","","6","0","4856","11%","18","w","10241.72","10241.72","718.85","718.85","383.28","335.57","0.0","0.0","0.0","Dec-2019","242.19","Jan-2020","Nov-2019","739","735","0","","1","Joint App","235000","21.07","Not Verified","0","0","52041","3","2","1","2","9","47185","91","2","2","1344","54","44100","0","4","2","5","8674","30656","4.2","0","0","163","296","6","3","3","34","66","4","66","0","1","2","3","5","5","4","10","2","6","0","0","0","4","83.3","0","0","0","95950","52041","32000","51850","79126","640","644","Dec-2005","0","3","16","73.8","4","19","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"158526365","","15950","15950","15950"," 36 months"," 28.80%","666.67","D","D5","Home health aide","10+ years","RENT","29900","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158526365","","credit_card","Credit card refinancing","334xx","FL","55.8","0","Jun-2005","665","669","0","","78","18","1","21525","56.8%","26","w","15077.79","15077.79","1974.49","1974.49","872.21","1102.28","0.0","0.0","0.0","Dec-2019","666.67","Jan-2020","Nov-2019","669","665","0","","1","Joint App","53600","33.36","Verified","0","0","32830","0","1","1","1","12","11305","75","2","3","2424","62","37900","0","1","2","4","1824","6841","70.5","0","0","171","92","9","9","0","19","","10","","0","9","17","9","10","5","17","21","17","18","0","0","0","3","100","55.6","1","0","52900","32830","23200","15000","34529","565","569","Jul-2013","0","0","6","80.8","1","15","0","0","1","N","","","","","","","","","","","","","","","N","","","","","",""
"159215158","","18000","18000","18000"," 60 months"," 10.33%","385.38","B","B1","Director of Public Works","5 years","MORTGAGE","72000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159215158","","credit_card","Credit card refinancing","604xx","IL","20.4","0","Oct-2006","685","689","1","","108","14","1","44194","71.3%","21","w","17302.74","17302.74","1145.81","1145.81","697.26","448.55","0.0","0.0","0.0","Dec-2019","385.38","Jan-2020","Nov-2019","739","735","0","","1","Individual","","","","0","0","240847","0","2","0","1","19","18944","72","0","4","4699","71","62000","1","1","1","5","17203","16206","50.1","0","0","155","104","15","15","3","17","","5","","0","8","10","9","9","6","11","12","10","14","0","0","0","0","100","33.3","1","0","277708","63138","32500","26485","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158839105","","35000","35000","35000"," 36 months"," 11.71%","1157.66","B","B3","","< 1 year","MORTGAGE","72000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158839105","","debt_consolidation","Debt consolidation","297xx","SC","21.73","0","Jan-2004","680","684","0","43","","8","0","25831","61.4%","14","w","32527.68","32527.68","3450.21","3450.21","2472.32","977.89","0.0","0.0","0.0","Dec-2019","1157.66","Jan-2020","Nov-2019","714","710","0","46","1","Joint App","144500","10.83","","0","0","289475","1","1","1","2","12","30574","","2","3","13215","61","42100","2","0","2","6","36184","9769","72.6","0","0","107","108","4","4","2","4","43","8","43","1","3","3","4","5","3","6","9","3","8","0","0","0","4","71.4","25","0","0","318414","56405","35600","41534","25831","630","634","Jan-2004","0","2","2","91.5","0","1","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"159577065","","40000","40000","40000"," 60 months","  8.19%","814.7","A","A4","Sales Engineer","1 year","OWN","85000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159577065","","debt_consolidation","Debt consolidation","060xx","CT","7.38","0","Mar-1998","730","734","0","","","13","0","16724","18.6%","31","w","38363.78","38363.78","2425.9","2425.90","1636.22","789.68","0.0","0.0","0.0","Dec-2019","814.7","Jan-2020","Nov-2019","749","745","0","","1","Individual","","","","0","0","47211","1","2","0","3","15","30487","100","1","2","9288","39","90000","1","1","0","5","3632","70403","17","0","0","117","258","5","5","1","5","","15","","0","6","7","9","13","8","11","22","7","13","0","0","0","1","100","22.2","0","0","120500","47211","84800","30500","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159194881","","13000","13000","13000"," 36 months","  6.46%","398.21","A","A1","","n/a","OWN","48000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159194881","","debt_consolidation","Debt consolidation","480xx","MI","14.98","0","Aug-2011","675","679","0","","116","7","1","21549","58.1%","15","w","12010.01","12010.01","1189.96","1189.96","989.99","199.97","0.0","0.0","0.0","Dec-2019","398.21","Jan-2020","Nov-2019","679","675","0","","1","Individual","","","","0","0","21549","1","0","0","0","43","0","","1","1","7261","58","37100","0","0","0","1","3078","15551","58.1","0","0","43","97","6","6","0","6","","","","0","7","7","7","9","1","7","14","7","7","0","0","0","1","100","57.1","1","0","37100","21549","37100","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159058914","","20000","20000","20000"," 60 months"," 11.71%","441.97","B","B3","Quality Director","10+ years","RENT","117467","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159058914","","debt_consolidation","Debt consolidation","152xx","PA","10.89","0","Jun-1996","700","704","0","39","","5","0","15655","56.9%","20","w","19252.34","19252.34","1312.9","1312.90","747.66","565.24","0.0","0.0","0.0","Dec-2019","441.97","Jan-2020","Nov-2019","744","740","0","","1","Individual","","","","0","0","35948","0","1","1","1","12","20293","62","1","1","9300","59","27500","1","0","2","2","7190","1200","88.6","0","0","129","279","12","12","2","102","","12","39","0","1","4","1","1","10","4","8","4","5","0","0","0","2","90","100","0","0","60507","35948","10500","33007","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158697442","","35000","35000","35000"," 36 months","  8.19%","1099.85","A","A4","IT Service Analyst","2 years","RENT","140000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158697442","","debt_consolidation","Debt consolidation","104xx","NY","15.41","0","Mar-2004","710","714","0","","","14","0","65897","92.4%","21","w","32399.41","32399.41","3283.63","3283.63","2600.59","683.04","0.0","0.0","0.0","Dec-2019","1099.85","Jan-2020","Nov-2019","694","690","0","","1","Individual","","","","0","0","69450","0","1","0","0","57","3553","24","1","6","17732","81","71300","0","0","0","6","4961","2386","96.5","0","0","163","186","12","12","0","20","","14","","0","7","9","7","8","4","13","17","9","14","0","0","0","1","100","71.4","0","0","86300","69450","67800","15000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159603088","","10000","10000","10000"," 60 months"," 18.62%","257.32","D","D1","Teacher","10+ years","MORTGAGE","98000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159603088","","credit_card","Credit card refinancing","117xx","NY","7.29","3","Dec-1999","665","669","0","2","","20","0","16632","28.1%","41","w","9688.76","9688.76","761.62","761.62","311.24","450.38","0.0","0.0","0.0","Dec-2019","257.32","Jan-2020","Nov-2019","669","665","0","","1","Individual","","","","0","0","393320","0","0","0","0","33","0","","0","0","3143","28","59100","0","0","3","1","21851","40557","20.6","0","0","68","237","26","9","2","39","2","9","2","0","10","16","11","19","4","18","34","16","20","0","0","0","1","92.7","0","0","0","439100","16632","51100","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159614163","","8500","8500","8500"," 36 months"," 12.40%","283.95","B","B4","Director of Maintenace","3 years","RENT","78000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159614163","","debt_consolidation","Debt consolidation","752xx","TX","13.45","0","Jan-2006","695","699","0","25","","8","0","9677","34.1%","12","w","7905.55","7905.55","845.99","845.99","594.45","251.54","0.0","0.0","0.0","Dec-2019","283.95","Jan-2020","Nov-2019","679","675","0","","1","Individual","","","","0","0","31631","1","1","1","1","5","21954","90","1","1","4858","60","28400","1","0","2","2","3954","6371","49","0","0","78","164","8","5","0","8","","6","25","0","3","5","4","4","3","7","9","5","8","0","0","0","2","83.3","25","0","0","52878","31631","12500","24478","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159488368","","6000","6000","6000"," 36 months"," 13.08%","202.4","B","B5","Program Advisor","1 year","RENT","74000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159488368","","debt_consolidation","Debt consolidation","029xx","RI","21.81","0","Jan-2003","660","664","1","","81","8","1","4003","45%","50","w","5584.50","5584.50","602.84","602.84","415.50","187.34","0.0","0.0","0.0","Dec-2019","202.4","Jan-2020","Nov-2019","694","690","0","","1","Individual","","","","0","433","109928","2","3","2","4","3","105925","95","0","1","1210","78","8900","5","3","3","5","13741","3961","23.8","0","0","166","200","24","3","3","33","","3","","0","2","4","3","4","40","5","7","4","8","0","0","0","2","95.7","0","1","0","108219","109928","5200","99319","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159593672","","11000","11000","11000"," 60 months"," 12.40%","246.92","B","B4","Import Specialist","8 years","RENT","54240","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159593672","","debt_consolidation","Debt consolidation","070xx","NJ","17.15","0","Oct-2004","695","699","1","39","","9","0","10094","66%","32","w","10781.88","10781.88","486.26","486.26","218.12","268.14","0.0","0.0","0.0","Dec-2019","246.92","Jan-2020","Nov-2019","744","740","0","55","1","Individual","","","","0","0","67038","0","4","1","2","7","56944","77","0","0","7724","73","15300","1","1","2","2","7449","2906","77.6","0","0","179","176","31","7","0","138","39","3","39","1","3","3","3","7","18","5","14","3","9","0","0","0","1","90.3","66.7","0","0","75767","67038","13000","60467","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159486027","","8000","8000","8000"," 36 months","  7.02%","247.09","A","A2","Chiropractor","2 years","RENT","74000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159486027","","debt_consolidation","Debt consolidation","934xx","CA","6.42","0","Jan-2003","695","699","0","59","","6","0","8952","53.6%","8","w","7395.61","7395.61","738.15","738.15","604.39","133.76","0.0","0.0","0.0","Dec-2019","247.09","Jan-2020","Nov-2019","704","700","0","","1","Individual","","","","0","0","9239","1","1","0","1","20","287","14","2","3","4371","49","16700","2","0","0","4","1540","7748","53.6","0","0","20","200","3","3","0","3","59","16","59","0","5","5","5","7","1","5","7","5","6","0","0","0","2","87.5","0","0","0","18800","9239","16700","2100","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159465952","","12000","12000","12000"," 60 months"," 12.40%","269.37","B","B4","","n/a","MORTGAGE","35000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159465952","","debt_consolidation","Debt consolidation","281xx","NC","24.04","0","Nov-2007","660","664","0","","82","4","1","309","9.7%","7","w","11559.37","11559.37","799.84","799.84","440.63","359.21","0.0","0.0","0.0","Dec-2019","269.37","Jan-2020","Nov-2019","669","665","0","","1","Joint App","77000","12.76","Not Verified","0","0","19834","0","1","0","1","19","19525","60","0","1","0","56","3200","0","0","0","2","4959","1000","0","0","0","19","71","14","14","2","66","","19","","0","0","1","1","2","1","3","4","1","4","0","0","0","0","100","0","1","0","35518","19834","1000","32318","4459","640","644","Sep-2001","0","0","4","56.8","1","9","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"159108741","","40000","40000","40000"," 36 months","  6.46%","1225.24","A","A1","Vice President","10+ years","MORTGAGE","400000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159108741","","credit_card","Credit card refinancing","210xx","MD","14.59","0","Jan-1985","720","724","0","","","13","0","74540","62.2%","33","w","36955.94","36955.94","3661.36","3661.36","3044.06","617.30","0.0","0.0","0.0","Dec-2019","1225.24","Jan-2020","Nov-2019","709","705","0","","1","Individual","","","","0","0","677566","0","3","1","2","10","51047","70","0","1","36480","66","101200","0","0","0","3","56464","26660","62.2","0","0","108","407","23","10","2","23","","","","0","6","6","7","17","5","8","25","6","13","0","0","0","1","100","42.9","0","0","751443","161419","101200","96811","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159581686","","8500","8500","8500"," 36 months"," 10.33%","275.59","B","B1","Specialist","< 1 year","MORTGAGE","75000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159581686","","debt_consolidation","Debt consolidation","307xx","GA","14.29","0","Feb-2011","680","684","0","","","10","0","6427","23.5%","13","w","7887.50","7887.50","821.89","821.89","612.50","209.39","0.0","0.0","0.0","Dec-2019","275.59","Jan-2020","Nov-2019","694","690","1","","1","Individual","","","","0","1233","248336","1","2","1","1","3","27192","76","2","3","2917","53","27400","0","1","0","5","24834","20509","22.6","0","0","103","71","10","3","2","10","","","","0","4","5","5","5","4","6","7","5","10","0","0","0","3","100","0","0","0","295225","33619","26500","35674","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
